"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06059011300","Orange County, CA - 06059011300","2020","17.5%","","(16.1% - 19.2%)","16.1%","19.2%",
"06","California","06059011401","Orange County, CA - 06059011401","2020","18.9%","","(17.2% - 20.7%)","17.2%","20.7%",
"06","California","06059011402","Orange County, CA - 06059011402","2020","15.9%","","(13.9% - 18.0%)","13.9%","18.0%",
"06","California","06059011403","Orange County, CA - 06059011403","2020","23.4%","","(21.1% - 25.8%)","21.1%","25.8%",
"06","California","06059011502","Orange County, CA - 06059011502","2020","19.8%","","(17.9% - 21.7%)","17.9%","21.7%",
"06","California","06059011503","Orange County, CA - 06059011503","2020","18.2%","","(16.2% - 20.5%)","16.2%","20.5%",
"06","California","06059011504","Orange County, CA - 06059011504","2020","20.1%","","(17.8% - 22.7%)","17.8%","22.7%",
"06","California","06059011601","Orange County, CA - 06059011601","2020","29.1%","","(25.8% - 32.3%)","25.8%","32.3%",
"06","California","06059011602","Orange County, CA - 06059011602","2020","31.0%","","(29.0% - 33.0%)","29.0%","33.0%",
"06","California","06059011707","Orange County, CA - 06059011707","2020","15.4%","","(14.0% - 16.9%)","14.0%","16.9%",
"06","California","06059011708","Orange County, CA - 06059011708","2020","18.0%","","(16.5% - 19.6%)","16.5%","19.6%",
"06","California","06059011709","Orange County, CA - 06059011709","2020","15.3%","","(13.6% - 17.3%)","13.6%","17.3%",
"06","California","06059011710","Orange County, CA - 06059011710","2020","15.4%","","(13.7% - 17.3%)","13.7%","17.3%",
"06","California","06059011711","Orange County, CA - 06059011711","2020","21.6%","","(19.7% - 23.6%)","19.7%","23.6%",
"06","California","06059011712","Orange County, CA - 06059011712","2020","20.8%","","(19.1% - 22.5%)","19.1%","22.5%",
"06","California","06059011714","Orange County, CA - 06059011714","2020","15.2%","","(13.2% - 17.4%)","13.2%","17.4%",
"06","California","06059011715","Orange County, CA - 06059011715","2020","17.0%","","(15.4% - 18.7%)","15.4%","18.7%",
"06","California","06059011716","Orange County, CA - 06059011716","2020","16.5%","","(14.9% - 18.2%)","14.9%","18.2%",
"06","California","06059011717","Orange County, CA - 06059011717","2020","16.5%","","(15.1% - 17.9%)","15.1%","17.9%",
"06","California","06059011718","Orange County, CA - 06059011718","2020","16.2%","","(14.9% - 17.5%)","14.9%","17.5%",
"06","California","06059011720","Orange County, CA - 06059011720","2020","35.4%","","(32.1% - 38.5%)","32.1%","38.5%",
"06","California","06059011721","Orange County, CA - 06059011721","2020","24.2%","","(21.3% - 27.1%)","21.3%","27.1%",
"06","California","06059011722","Orange County, CA - 06059011722","2020","23.0%","","(21.2% - 24.8%)","21.2%","24.8%",
"06","California","06059021802","Orange County, CA - 06059021802","2020","17.5%","","(15.4% - 19.9%)","15.4%","19.9%",
"06","California","06059021807","Orange County, CA - 06059021807","2020","17.4%","","(16.1% - 18.8%)","16.1%","18.8%",
"06","California","06059021809","Orange County, CA - 06059021809","2020","17.2%","","(15.3% - 19.3%)","15.3%","19.3%",
"06","California","06059021810","Orange County, CA - 06059021810","2020","16.7%","","(15.4% - 18.1%)","15.4%","18.1%",
"06","California","06059021812","Orange County, CA - 06059021812","2020","17.0%","","(15.7% - 18.2%)","15.7%","18.2%",
"06","California","06059021813","Orange County, CA - 06059021813","2020","Low Population","","","","",
"06","California","06059021814","Orange County, CA - 06059021814","2020","15.4%","","(13.9% - 17.1%)","13.9%","17.1%",
"06","California","06059021815","Orange County, CA - 06059021815","2020","15.3%","","(14.2% - 16.6%)","14.2%","16.6%",
"06","California","06059021816","Orange County, CA - 06059021816","2020","15.4%","","(14.1% - 17.0%)","14.1%","17.0%",
"06","California","06059021817","Orange County, CA - 06059021817","2020","15.1%","","(13.8% - 16.5%)","13.8%","16.5%",
"06","California","06059021820","Orange County, CA - 06059021820","2020","15.0%","","(13.9% - 16.3%)","13.9%","16.3%",
"06","California","06059021821","Orange County, CA - 06059021821","2020","17.8%","","(16.1% - 19.5%)","16.1%","19.5%",
"06","California","06059021822","Orange County, CA - 06059021822","2020","14.9%","","(13.3% - 16.7%)","13.3%","16.7%",
"06","California","06059021823","Orange County, CA - 06059021823","2020","14.5%","","(12.8% - 16.3%)","12.8%","16.3%",
"06","California","06059021824","Orange County, CA - 06059021824","2020","14.4%","","(12.6% - 16.5%)","12.6%","16.5%",
"06","California","06059021825","Orange County, CA - 06059021825","2020","15.9%","","(14.3% - 17.7%)","14.3%","17.7%",
"06","California","06059021826","Orange County, CA - 06059021826","2020","16.1%","","(14.3% - 18.0%)","14.3%","18.0%",
"06","California","06059021827","Orange County, CA - 06059021827","2020","13.8%","","(12.3% - 15.5%)","12.3%","15.5%",
"06","California","06059021828","Orange County, CA - 06059021828","2020","13.0%","","(11.4% - 14.8%)","11.4%","14.8%",
"06","California","06059021829","Orange County, CA - 06059021829","2020","14.2%","","(13.0% - 15.7%)","13.0%","15.7%",
"06","California","06059021830","Orange County, CA - 06059021830","2020","13.5%","","(11.8% - 15.3%)","11.8%","15.3%",
"06","California","06059021903","Orange County, CA - 06059021903","2020","18.7%","","(17.1% - 20.4%)","17.1%","20.4%",
"06","California","06059021905","Orange County, CA - 06059021905","2020","16.3%","","(15.0% - 17.6%)","15.0%","17.6%",
"06","California","06059021912","Orange County, CA - 06059021912","2020","14.3%","","(12.9% - 15.9%)","12.9%","15.9%",
"06","California","06059021913","Orange County, CA - 06059021913","2020","23.5%","","(21.6% - 25.5%)","21.6%","25.5%",
"06","California","06059021914","Orange County, CA - 06059021914","2020","17.2%","","(15.8% - 18.8%)","15.8%","18.8%",
"06","California","06059021915","Orange County, CA - 06059021915","2020","16.3%","","(14.9% - 17.7%)","14.9%","17.7%",
"06","California","06059021916","Orange County, CA - 06059021916","2020","15.9%","","(14.0% - 18.0%)","14.0%","18.0%",
"06","California","06059021917","Orange County, CA - 06059021917","2020","14.3%","","(13.0% - 15.7%)","13.0%","15.7%",
"06","California","06059021918","Orange County, CA - 06059021918","2020","17.1%","","(15.4% - 19.0%)","15.4%","19.0%",
"06","California","06059021919","Orange County, CA - 06059021919","2020","15.8%","","(14.0% - 17.8%)","14.0%","17.8%",
"06","California","06059021920","Orange County, CA - 06059021920","2020","15.1%","","(13.7% - 16.7%)","13.7%","16.7%",
"06","California","06059021921","Orange County, CA - 06059021921","2020","14.6%","","(12.9% - 16.7%)","12.9%","16.7%",
"06","California","06059021922","Orange County, CA - 06059021922","2020","15.2%","","(13.7% - 16.8%)","13.7%","16.8%",
"06","California","06059021923","Orange County, CA - 06059021923","2020","14.8%","","(13.5% - 16.2%)","13.5%","16.2%",
"06","California","06059021924","Orange County, CA - 06059021924","2020","15.7%","","(14.1% - 17.6%)","14.1%","17.6%",
"06","California","06059032002","Orange County, CA - 06059032002","2020","15.6%","","(13.7% - 17.7%)","13.7%","17.7%",
"06","California","06059032003","Orange County, CA - 06059032003","2020","14.9%","","(13.0% - 17.1%)","13.0%","17.1%",
"06","California","06059032011","Orange County, CA - 06059032011","2020","15.0%","","(12.9% - 17.4%)","12.9%","17.4%",
"06","California","06059032012","Orange County, CA - 06059032012","2020","15.4%","","(13.7% - 17.3%)","13.7%","17.3%",
"06","California","06059032013","Orange County, CA - 06059032013","2020","17.1%","","(14.9% - 19.6%)","14.9%","19.6%",
"06","California","06059032014","Orange County, CA - 06059032014","2020","27.1%","","(24.0% - 30.2%)","24.0%","30.2%",
"06","California","06059032015","Orange County, CA - 06059032015","2020","18.2%","","(16.3% - 20.4%)","16.3%","20.4%",
"06","California","06059032020","Orange County, CA - 06059032020","2020","14.5%","","(12.8% - 16.4%)","12.8%","16.4%",
"06","California","06059032022","Orange County, CA - 06059032022","2020","21.3%","","(19.8% - 22.6%)","19.8%","22.6%",
"06","California","06059032023","Orange County, CA - 06059032023","2020","12.8%","","(11.4% - 14.3%)","11.4%","14.3%",
"06","California","06059032027","Orange County, CA - 06059032027","2020","17.7%","","(16.5% - 19.1%)","16.5%","19.1%",
"06","California","06059032028","Orange County, CA - 06059032028","2020","16.2%","","(14.4% - 18.2%)","14.4%","18.2%",
"06","California","06059032029","Orange County, CA - 06059032029","2020","15.1%","","(13.5% - 16.8%)","13.5%","16.8%",
"06","California","06059032030","Orange County, CA - 06059032030","2020","16.9%","","(15.1% - 19.0%)","15.1%","19.0%",
"06","California","06059032031","Orange County, CA - 06059032031","2020","14.1%","","(12.4% - 15.9%)","12.4%","15.9%",
"06","California","06059032032","Orange County, CA - 06059032032","2020","16.3%","","(14.3% - 18.4%)","14.3%","18.4%",
"06","California","06059032033","Orange County, CA - 06059032033","2020","15.1%","","(13.4% - 16.7%)","13.4%","16.7%",
"06","California","06059032034","Orange County, CA - 06059032034","2020","13.6%","","(12.2% - 15.4%)","12.2%","15.4%",
"06","California","06059032035","Orange County, CA - 06059032035","2020","15.0%","","(12.9% - 17.4%)","12.9%","17.4%",
"06","California","06059032036","Orange County, CA - 06059032036","2020","15.8%","","(14.3% - 17.2%)","14.3%","17.2%",
"06","California","06059032037","Orange County, CA - 06059032037","2020","18.5%","","(15.4% - 22.5%)","15.4%","22.5%",
"06","California","06059032038","Orange County, CA - 06059032038","2020","13.8%","","(12.0% - 15.8%)","12.0%","15.8%",
"06","California","06059032039","Orange County, CA - 06059032039","2020","15.1%","","(13.1% - 17.4%)","13.1%","17.4%",
"06","California","06059032040","Orange County, CA - 06059032040","2020","13.7%","","(11.8% - 16.0%)","11.8%","16.0%",
"06","California","06059032041","Orange County, CA - 06059032041","2020","14.9%","","(13.5% - 16.5%)","13.5%","16.5%",
"06","California","06059032042","Orange County, CA - 06059032042","2020","13.4%","","(11.3% - 15.9%)","11.3%","15.9%",
"06","California","06059032043","Orange County, CA - 06059032043","2020","12.5%","","(10.6% - 14.6%)","10.6%","14.6%",
"06","California","06059032044","Orange County, CA - 06059032044","2020","13.3%","","(11.3% - 15.7%)","11.3%","15.7%",
"06","California","06059032045","Orange County, CA - 06059032045","2020","12.6%","","(10.9% - 14.5%)","10.9%","14.5%",
"06","California","06059032046","Orange County, CA - 06059032046","2020","11.9%","","(10.1% - 14.1%)","10.1%","14.1%",
"06","California","06059032047","Orange County, CA - 06059032047","2020","14.9%","","(14.0% - 16.0%)","14.0%","16.0%",
"06","California","06059032048","Orange County, CA - 06059032048","2020","16.1%","","(14.3% - 18.0%)","14.3%","18.0%",
"06","California","06059032049","Orange County, CA - 06059032049","2020","13.7%","","(12.3% - 15.1%)","12.3%","15.1%",
"06","California","06059032050","Orange County, CA - 06059032050","2020","14.8%","","(13.1% - 16.7%)","13.1%","16.7%",
"06","California","06059032051","Orange County, CA - 06059032051","2020","15.5%","","(13.9% - 17.1%)","13.9%","17.1%",
"06","California","06059032053","Orange County, CA - 06059032053","2020","14.2%","","(12.9% - 15.8%)","12.9%","15.8%",
"06","California","06059032054","Orange County, CA - 06059032054","2020","16.0%","","(14.3% - 17.8%)","14.3%","17.8%",
"06","California","06059032055","Orange County, CA - 06059032055","2020","17.8%","","(15.9% - 19.8%)","15.9%","19.8%",
"06","California","06059032056","Orange County, CA - 06059032056","2020","13.7%","","(12.5% - 15.2%)","12.5%","15.2%",
"06","California","06059032057","Orange County, CA - 06059032057","2020","12.1%","","(10.7% - 13.9%)","10.7%","13.9%",
"06","California","06059032058","Orange County, CA - 06059032058","2020","11.2%","","(9.7% - 13.3%)","9.7%","13.3%",
"06","California","06059032059","Orange County, CA - 06059032059","2020","12.5%","","(10.7% - 14.6%)","10.7%","14.6%",
"06","California","06059032061","Orange County, CA - 06059032061","2020","13.4%","","(11.7% - 15.4%)","11.7%","15.4%",
"06","California","06059042103","Orange County, CA - 06059042103","2020","15.6%","","(13.6% - 17.9%)","13.6%","17.9%",
"06","California","06059042106","Orange County, CA - 06059042106","2020","15.7%","","(13.3% - 18.3%)","13.3%","18.3%",
"06","California","06059042107","Orange County, CA - 06059042107","2020","19.4%","","(17.3% - 21.4%)","17.3%","21.4%",
"06","California","06059042108","Orange County, CA - 06059042108","2020","15.8%","","(13.7% - 18.1%)","13.7%","18.1%",
"06","California","06059042109","Orange County, CA - 06059042109","2020","15.3%","","(13.4% - 17.3%)","13.4%","17.3%",
"06","California","06059042111","Orange County, CA - 06059042111","2020","14.8%","","(12.6% - 17.1%)","12.6%","17.1%",
"06","California","06059042112","Orange County, CA - 06059042112","2020","14.0%","","(12.2% - 16.2%)","12.2%","16.2%",
"06","California","06059042113","Orange County, CA - 06059042113","2020","17.0%","","(14.9% - 19.4%)","14.9%","19.4%",
"06","California","06059042114","Orange County, CA - 06059042114","2020","16.1%","","(14.1% - 18.2%)","14.1%","18.2%",
"06","California","06059042201","Orange County, CA - 06059042201","2020","18.0%","","(16.1% - 20.1%)","16.1%","20.1%",
"06","California","06059042203","Orange County, CA - 06059042203","2020","16.5%","","(14.4% - 18.6%)","14.4%","18.6%",
"06","California","06059042205","Orange County, CA - 06059042205","2020","15.4%","","(13.9% - 17.2%)","13.9%","17.2%",
"06","California","06059042206","Orange County, CA - 06059042206","2020","16.4%","","(14.6% - 18.4%)","14.6%","18.4%",
"06","California","06059042305","Orange County, CA - 06059042305","2020","13.5%","","(11.8% - 15.4%)","11.8%","15.4%",
"06","California","06059042307","Orange County, CA - 06059042307","2020","16.6%","","(14.8% - 18.4%)","14.8%","18.4%",
"06","California","06059042310","Orange County, CA - 06059042310","2020","20.2%","","(18.6% - 22.0%)","18.6%","22.0%",
"06","California","06059042311","Orange County, CA - 06059042311","2020","15.6%","","(13.9% - 17.5%)","13.9%","17.5%",
"06","California","06059042312","Orange County, CA - 06059042312","2020","26.9%","","(23.4% - 29.9%)","23.4%","29.9%",
"06","California","06059042313","Orange County, CA - 06059042313","2020","18.9%","","(16.9% - 21.1%)","16.9%","21.1%",
"06","California","06059042315","Orange County, CA - 06059042315","2020","15.5%","","(13.6% - 17.7%)","13.6%","17.7%",
"06","California","06059042317","Orange County, CA - 06059042317","2020","14.9%","","(12.7% - 17.4%)","12.7%","17.4%",
"06","California","06059042319","Orange County, CA - 06059042319","2020","15.4%","","(13.5% - 17.3%)","13.5%","17.3%",
"06","California","06059042320","Orange County, CA - 06059042320","2020","16.2%","","(15.1% - 17.4%)","15.1%","17.4%",
"06","California","06059042323","Orange County, CA - 06059042323","2020","13.3%","","(11.4% - 15.6%)","11.4%","15.6%",
"06","California","06059042324","Orange County, CA - 06059042324","2020","16.2%","","(14.5% - 18.0%)","14.5%","18.0%",
"06","California","06059042325","Orange County, CA - 06059042325","2020","12.8%","","(11.3% - 14.6%)","11.3%","14.6%",
"06","California","06059042326","Orange County, CA - 06059042326","2020","14.5%","","(12.9% - 16.4%)","12.9%","16.4%",
"06","California","06059042327","Orange County, CA - 06059042327","2020","15.9%","","(14.0% - 18.1%)","14.0%","18.1%",
"06","California","06059042328","Orange County, CA - 06059042328","2020","13.1%","","(11.5% - 15.3%)","11.5%","15.3%",
"06","California","06059042329","Orange County, CA - 06059042329","2020","16.1%","","(14.0% - 18.4%)","14.0%","18.4%",
"06","California","06059042330","Orange County, CA - 06059042330","2020","18.4%","","(16.3% - 20.5%)","16.3%","20.5%",
"06","California","06059042331","Orange County, CA - 06059042331","2020","16.0%","","(13.9% - 18.3%)","13.9%","18.3%",
"06","California","06059042332","Orange County, CA - 06059042332","2020","14.1%","","(12.0% - 16.3%)","12.0%","16.3%",
"06","California","06059042333","Orange County, CA - 06059042333","2020","14.5%","","(12.5% - 16.7%)","12.5%","16.7%",
"06","California","06059042334","Orange County, CA - 06059042334","2020","18.0%","","(16.2% - 19.9%)","16.2%","19.9%",
"06","California","06059042335","Orange County, CA - 06059042335","2020","15.6%","","(13.9% - 17.6%)","13.9%","17.6%",
"06","California","06059042336","Orange County, CA - 06059042336","2020","13.3%","","(11.7% - 15.2%)","11.7%","15.2%",
"06","California","06059042337","Orange County, CA - 06059042337","2020","13.4%","","(11.7% - 15.6%)","11.7%","15.6%",
"06","California","06059042338","Orange County, CA - 06059042338","2020","13.3%","","(11.6% - 15.3%)","11.6%","15.3%",
"06","California","06059042339","Orange County, CA - 06059042339","2020","15.2%","","(13.4% - 17.2%)","13.4%","17.2%",
"06","California","06059052404","Orange County, CA - 06059052404","2020","12.7%","","(10.5% - 15.6%)","10.5%","15.6%",
"06","California","06059052408","Orange County, CA - 06059052408","2020","14.6%","","(13.0% - 16.6%)","13.0%","16.6%",
"06","California","06059052410","Orange County, CA - 06059052410","2020","17.5%","","(15.7% - 19.4%)","15.7%","19.4%",
"06","California","06059052411","Orange County, CA - 06059052411","2020","22.3%","","(20.2% - 24.4%)","20.2%","24.4%",
"06","California","06059052415","Orange County, CA - 06059052415","2020","13.4%","","(11.9% - 15.2%)","11.9%","15.2%",
"06","California","06059052416","Orange County, CA - 06059052416","2020","19.2%","","(17.0% - 21.4%)","17.0%","21.4%",
"06","California","06059052417","Orange County, CA - 06059052417","2020","17.1%","","(15.2% - 19.1%)","15.2%","19.1%",
"06","California","06059052418","Orange County, CA - 06059052418","2020","14.8%","","(13.3% - 16.8%)","13.3%","16.8%",
"06","California","06059052419","Orange County, CA - 06059052419","2020","13.2%","","(11.6% - 15.2%)","11.6%","15.2%",
"06","California","06059052420","Orange County, CA - 06059052420","2020","13.4%","","(12.3% - 14.6%)","12.3%","14.6%",
"06","California","06059052421","Orange County, CA - 06059052421","2020","13.2%","","(11.8% - 15.2%)","11.8%","15.2%",
"06","California","06059052422","Orange County, CA - 06059052422","2020","13.4%","","(12.2% - 14.7%)","12.2%","14.7%",
"06","California","06059052423","Orange County, CA - 06059052423","2020","15.6%","","(13.9% - 17.6%)","13.9%","17.6%",
"06","California","06059052424","Orange County, CA - 06059052424","2020","16.0%","","(14.4% - 17.7%)","14.4%","17.7%",
"06","California","06059052425","Orange County, CA - 06059052425","2020","16.1%","","(14.4% - 17.8%)","14.4%","17.8%",
"06","California","06059052426","Orange County, CA - 06059052426","2020","13.2%","","(12.1% - 14.3%)","12.1%","14.3%",
"06","California","06059052427","Orange County, CA - 06059052427","2020","12.9%","","(11.3% - 14.5%)","11.3%","14.5%",
"06","California","06059052428","Orange County, CA - 06059052428","2020","12.5%","","(11.0% - 14.1%)","11.0%","14.1%",
"06","California","06059052502","Orange County, CA - 06059052502","2020","17.6%","","(15.9% - 19.3%)","15.9%","19.3%",
"06","California","06059052505","Orange County, CA - 06059052505","2020","20.2%","","(18.3% - 22.1%)","18.3%","22.1%",
"06","California","06059052506","Orange County, CA - 06059052506","2020","16.1%","","(14.3% - 18.0%)","14.3%","18.0%",
"06","California","06059052511","Orange County, CA - 06059052511","2020","14.3%","","(12.8% - 15.9%)","12.8%","15.9%",
"06","California","06059052513","Orange County, CA - 06059052513","2020","15.6%","","(14.2% - 17.3%)","14.2%","17.3%",
"06","California","06059052514","Orange County, CA - 06059052514","2020","15.3%","","(13.9% - 17.0%)","13.9%","17.0%",
"06","California","06059052515","Orange County, CA - 06059052515","2020","14.5%","","(12.8% - 16.8%)","12.8%","16.8%",
"06","California","06059052517","Orange County, CA - 06059052517","2020","14.1%","","(12.4% - 16.0%)","12.4%","16.0%",
"06","California","06059052518","Orange County, CA - 06059052518","2020","13.0%","","(11.4% - 14.9%)","11.4%","14.9%",
"06","California","06059052519","Orange County, CA - 06059052519","2020","14.8%","","(13.3% - 16.5%)","13.3%","16.5%",
"06","California","06059052520","Orange County, CA - 06059052520","2020","14.2%","","(12.7% - 15.9%)","12.7%","15.9%",
"06","California","06059052521","Orange County, CA - 06059052521","2020","15.7%","","(14.6% - 17.0%)","14.6%","17.0%",
"06","California","06059052522","Orange County, CA - 06059052522","2020","15.0%","","(13.5% - 17.0%)","13.5%","17.0%",
"06","California","06059052523","Orange County, CA - 06059052523","2020","14.5%","","(13.0% - 16.1%)","13.0%","16.1%",
"06","California","06059052524","Orange County, CA - 06059052524","2020","14.7%","","(13.0% - 16.4%)","13.0%","16.4%",
"06","California","06059052525","Orange County, CA - 06059052525","2020","15.1%","","(13.9% - 16.4%)","13.9%","16.4%",
"06","California","06059052526","Orange County, CA - 06059052526","2020","18.1%","","(16.0% - 20.2%)","16.0%","20.2%",
"06","California","06059052527","Orange County, CA - 06059052527","2020","16.9%","","(15.1% - 18.7%)","15.1%","18.7%",
"06","California","06059052528","Orange County, CA - 06059052528","2020","15.3%","","(13.7% - 17.2%)","13.7%","17.2%",
"06","California","06059062604","Orange County, CA - 06059062604","2020","11.9%","","(10.9% - 13.1%)","10.9%","13.1%",
"06","California","06059062605","Orange County, CA - 06059062605","2020","14.3%","","(12.3% - 16.6%)","12.3%","16.6%",
"06","California","06059062610","Orange County, CA - 06059062610","2020","14.7%","","(13.1% - 16.5%)","13.1%","16.5%",
"06","California","06059062611","Orange County, CA - 06059062611","2020","19.3%","","(17.0% - 21.7%)","17.0%","21.7%",
"06","California","06059062612","Orange County, CA - 06059062612","2020","15.4%","","(13.7% - 17.4%)","13.7%","17.4%",
"06","California","06059062614","Orange County, CA - 06059062614","2020","19.4%","","(16.4% - 23.0%)","16.4%","23.0%",
"06","California","06059062619","Orange County, CA - 06059062619","2020","13.9%","","(11.8% - 16.3%)","11.8%","16.3%",
"06","California","06059062620","Orange County, CA - 06059062620","2020","13.1%","","(11.2% - 15.3%)","11.2%","15.3%",
"06","California","06059062621","Orange County, CA - 06059062621","2020","15.0%","","(13.4% - 16.7%)","13.4%","16.7%",
"06","California","06059062622","Orange County, CA - 06059062622","2020","23.5%","","(19.5% - 28.4%)","19.5%","28.4%",
"06","California","06059062625","Orange County, CA - 06059062625","2020","23.0%","","(20.4% - 26.3%)","20.4%","26.3%",
"06","California","06059062626","Orange County, CA - 06059062626","2020","25.3%","","(21.4% - 29.4%)","21.4%","29.4%",
"06","California","06059062627","Orange County, CA - 06059062627","2020","24.3%","","(20.9% - 28.0%)","20.9%","28.0%",
"06","California","06059062628","Orange County, CA - 06059062628","2020","15.8%","","(14.2% - 17.8%)","14.2%","17.8%",
"06","California","06059062629","Orange County, CA - 06059062629","2020","13.5%","","(12.0% - 15.2%)","12.0%","15.2%",
"06","California","06059062630","Orange County, CA - 06059062630","2020","15.1%","","(13.6% - 16.9%)","13.6%","16.9%",
"06","California","06059062631","Orange County, CA - 06059062631","2020","12.8%","","(11.4% - 14.8%)","11.4%","14.8%",
"06","California","06059062632","Orange County, CA - 06059062632","2020","14.4%","","(12.4% - 16.5%)","12.4%","16.5%",
"06","California","06059062633","Orange County, CA - 06059062633","2020","12.7%","","(11.0% - 14.7%)","11.0%","14.7%",
"06","California","06059062634","Orange County, CA - 06059062634","2020","13.7%","","(12.0% - 15.5%)","12.0%","15.5%",
"06","California","06059062635","Orange County, CA - 06059062635","2020","13.2%","","(11.6% - 14.9%)","11.6%","14.9%",
"06","California","06059062636","Orange County, CA - 06059062636","2020","14.8%","","(13.3% - 16.7%)","13.3%","16.7%",
"06","California","06059062637","Orange County, CA - 06059062637","2020","13.9%","","(12.4% - 15.6%)","12.4%","15.6%",
"06","California","06059062638","Orange County, CA - 06059062638","2020","13.8%","","(12.4% - 15.3%)","12.4%","15.3%",
"06","California","06059062639","Orange County, CA - 06059062639","2020","13.6%","","(11.9% - 15.4%)","11.9%","15.4%",
"06","California","06059062640","Orange County, CA - 06059062640","2020","13.3%","","(11.8% - 15.0%)","11.8%","15.0%",
"06","California","06059062641","Orange County, CA - 06059062641","2020","17.6%","","(15.5% - 19.9%)","15.5%","19.9%",
"06","California","06059062642","Orange County, CA - 06059062642","2020","15.3%","","(12.8% - 18.5%)","12.8%","18.5%",
"06","California","06059062643","Orange County, CA - 06059062643","2020","12.9%","","(11.6% - 14.6%)","11.6%","14.6%",
"06","California","06059062644","Orange County, CA - 06059062644","2020","13.2%","","(11.7% - 14.9%)","11.7%","14.9%",
"06","California","06059062645","Orange County, CA - 06059062645","2020","13.0%","","(12.0% - 14.1%)","12.0%","14.1%",
"06","California","06059062646","Orange County, CA - 06059062646","2020","23.7%","","(19.0% - 29.6%)","19.0%","29.6%",
"06","California","06059062647","Orange County, CA - 06059062647","2020","25.8%","","(22.2% - 29.6%)","22.2%","29.6%",
"06","California","06059062648","Orange County, CA - 06059062648","2020","24.7%","","(19.5% - 32.8%)","19.5%","32.8%",
"06","California","06059062649","Orange County, CA - 06059062649","2020","19.5%","","(16.3% - 23.7%)","16.3%","23.7%",
"06","California","06059062701","Orange County, CA - 06059062701","2020","12.0%","","(10.5% - 14.0%)","10.5%","14.0%",
"06","California","06059062702","Orange County, CA - 06059062702","2020","12.7%","","(11.2% - 14.7%)","11.2%","14.7%",
"06","California","06059062800","Orange County, CA - 06059062800","2020","14.3%","","(12.7% - 16.3%)","12.7%","16.3%",
"06","California","06059062900","Orange County, CA - 06059062900","2020","13.6%","","(11.7% - 16.1%)","11.7%","16.1%",
"06","California","06059063004","Orange County, CA - 06059063004","2020","13.8%","","(12.1% - 15.8%)","12.1%","15.8%",
"06","California","06059063005","Orange County, CA - 06059063005","2020","13.1%","","(11.5% - 15.1%)","11.5%","15.1%",
"06","California","06059063006","Orange County, CA - 06059063006","2020","12.7%","","(11.0% - 14.6%)","11.0%","14.6%",
"06","California","06059063007","Orange County, CA - 06059063007","2020","13.3%","","(11.8% - 15.4%)","11.8%","15.4%",
"06","California","06059063008","Orange County, CA - 06059063008","2020","16.0%","","(13.7% - 18.4%)","13.7%","18.4%",
"06","California","06059063009","Orange County, CA - 06059063009","2020","14.7%","","(12.8% - 16.9%)","12.8%","16.9%",
"06","California","06059063010","Orange County, CA - 06059063010","2020","12.8%","","(11.4% - 14.3%)","11.4%","14.3%",
"06","California","06059063101","Orange County, CA - 06059063101","2020","16.1%","","(14.6% - 17.9%)","14.6%","17.9%",
"06","California","06059063102","Orange County, CA - 06059063102","2020","14.4%","","(12.8% - 16.0%)","12.8%","16.0%",
"06","California","06059063103","Orange County, CA - 06059063103","2020","14.0%","","(12.6% - 15.4%)","12.6%","15.4%",
"06","California","06059063201","Orange County, CA - 06059063201","2020","16.1%","","(14.1% - 18.4%)","14.1%","18.4%",
"06","California","06059063202","Orange County, CA - 06059063202","2020","15.3%","","(13.4% - 17.4%)","13.4%","17.4%",
"06","California","06059063301","Orange County, CA - 06059063301","2020","13.3%","","(11.4% - 15.3%)","11.4%","15.3%",
"06","California","06059063302","Orange County, CA - 06059063302","2020","13.0%","","(11.3% - 15.0%)","11.3%","15.0%",
"06","California","06059063400","Orange County, CA - 06059063400","2020","13.1%","","(11.2% - 15.2%)","11.2%","15.2%",
"06","California","06059063500","Orange County, CA - 06059063500","2020","13.3%","","(11.5% - 15.6%)","11.5%","15.6%",
"06","California","06059063601","Orange County, CA - 06059063601","2020","15.7%","","(14.2% - 17.3%)","14.2%","17.3%",
"06","California","06059063603","Orange County, CA - 06059063603","2020","13.1%","","(11.5% - 14.8%)","11.5%","14.8%",
"06","California","06059063604","Orange County, CA - 06059063604","2020","23.4%","","(20.6% - 26.4%)","20.6%","26.4%",
"06","California","06059063605","Orange County, CA - 06059063605","2020","31.9%","","(28.2% - 35.7%)","28.2%","35.7%",
"06","California","06059063701","Orange County, CA - 06059063701","2020","28.6%","","(25.3% - 31.9%)","25.3%","31.9%",
"06","California","06059063702","Orange County, CA - 06059063702","2020","24.8%","","(21.9% - 27.4%)","21.9%","27.4%",
"06","California","06059063802","Orange County, CA - 06059063802","2020","17.3%","","(15.2% - 19.4%)","15.2%","19.4%",
"06","California","06059063803","Orange County, CA - 06059063803","2020","16.8%","","(15.1% - 18.3%)","15.1%","18.3%",
"06","California","06059063805","Orange County, CA - 06059063805","2020","18.0%","","(15.7% - 20.4%)","15.7%","20.4%",
"06","California","06059063806","Orange County, CA - 06059063806","2020","16.8%","","(14.6% - 19.1%)","14.6%","19.1%",
